,work_ids,work_titles,authors,fandoms,iscrossover,ratings,warnings,genres,completions,dates,pairings,characters,freeforms,summaries,languages,wordcounts,chaptercounts,commentcounts,kudoscounts,bookmarks,hitcounts
4980,383424,The Claddagh Ring,ferporcel,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/04/15,Hermione Granger/Severus Snape,"Severus Snape, Hermione Granger, Minerva McGonagall, Harry Potter","Angst, Humor, Romance, Community: sshg_exchange"," Severus Snape had lost something precious in the Battle of Hogwarts, and it hadn’t been his life. Hermione Granger seemed to have this precious something that Severus Snape had lost. Could it be a Claddagh ring or something else completely? ",English,"28,105",20/20,18,243,46,"6,727"
4981,383974,A Matter of Trust,Leela,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,M/M,Complete Work,2012/04/15,Lucius Malfoy/Harry Potter,"Lucius Malfoy, Harry Potter, an uninvited guest","BDSM, Nipple Play, Spanking, Cock Rings, Nipple Clamps, Community: daily_deviant"," We have a guest, Lucius whispered. Shall I show you off? ",English,"1,382",1/1,14,502,71,"25,710"
4982,383895,A Break in the Clouds,torino10154,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/04/15,Severus/Harry,"Severus Snape, Harry Potter","Pre-Slash, Alternate Universe - Non-Magical",-,English,"1,415",1/1,16,92,4,"2,280"
4983,43371342,By the Sea.,Notyoursterotypicalnerd,Harry Potter - J. K. Rowling,0,General Audiences,Choose Not To Use Archive Warnings,F/M,Complete Work,2012/04/15,Hermione Granger/Draco Malfoy,"Draco Malfoy, Hermione Granger",,-,English,169,1/1,0,0,0,30
4984,28490109,"Et Tu, Brute?",Explopyro,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/04/15,,"Harry Potter, Hermione Granger","Fix-It, Logic, Bad Ideas, Spitefic", One-shot. Sometimes the only way to save your friends from themselves is to betray them. No pairings. ,English,520,1/1,4,16,2,124
4985,447958,[Podfic] Miles To Go Before I Sleep,Pale (orphan_account),Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,Gen,Complete Work,2012/04/15,,Millicent Bulstrode,"Podfic, Podfic Length: 0-10 Minutes, Audio Format: MP3, Transgender, Audio Format: Streaming, Audio Format: M4B"," The second of April, 1998, is in no way special for the Slytherin seventh years. ",English,16,1/1,6,12,0,392
4986,384257,Fractures,orphan_account,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/04/15,"Sirius Black/Remus Lupin, Lily Evans/James Potter","Sirius Black, Remus Lupin, Lily Evans, James Potter, Peter Pettigrew, Albus Dumbledore","First War with Voldemort, first wizarding war, Angst, Azkaban", The First Wizarding War will take everything away from Sirius Black by the time it has ended. This is how it begins. ,English,"2,662",1/1,1,34,5,596
4987,384012,Family Bonds,musikurt,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/04/15,,"Marcus Flint, Original Character",, Marcus has an unexpected visitor. ,English,"2,052",1/1,0,2,0,170
4988,383896,Room for One More,torino10154,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,M/M,Complete Work,2012/04/15,"Teddy/Scorpius, Teddy/Scorpius/Albus, Teddy/Scorpius/James","Teddy Lupin, Scorpius Malfoy, Albus Severus Potter, James Sirius Potter","Anal Sex, Oral Sex, Double Penetration, Orgasm Delay/Denial, Cock Rings, Multiple Partners, Multiple Pairings, Sloppy Seconds, Harry Potter Next Generation",-,English,"1,346",1/1,6,186,20,"9,799"
4989,383461,The Lost Heart,noeon (noe),Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Major Character Death,"M/M, Multi",Complete Work,2012/04/15,"Draco Malfoy/Harry Potter, Harry Potter/Ginny Weasley, Draco Malfoy/Severus Snape",,HD Remix 2011, Harry struggles to recover after Ginny’s death and find meaning in his life. He does not expect his friendship with Draco Malfoy to be quite so meaningful. Remix of Femme’s masterful The Years That Walk Between from Harry’s POV for HD Remix 2011. ,English,"5,351",1/1,19,473,62,"6,641"
4990,383755,Brotherly Love (Left on the Shore Remix),lorax,Harry Potter - J. K. Rowling,0,Not Rated,Choose Not To Use Archive Warnings,"Gen, M/M",Complete Work,2012/04/15,Sirius Black/Remus Lupin,"Regulus Black, Remus Lupin, Sirius Black, Bellatrix Lestrange, Narcissa Malfoy","Pining, One-Sided Relationship, Marauders' Era, Community: remixredux10, Remix"," Regulus knows everyone's secrets, and no one knows his. ",English,"3,667",1/1,7,78,11,"1,779"
4991,383733,A Colorful Prank,SlytherinHead,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,Other,Complete Work,2012/04/15,,"Severus Snape, Lucius Malfoy, Narcissa Malfoy",, Potter and Black have made his first week at Hogwarts a nightmare. What happens when Severus gets help from one sly Slytherin? ,English,880,1/1,0,5,1,155
4992,383693,Moonlight,kitrinlu,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/04/15,,"Sirius Black, Remus Lupin","Minor Violence, Mild Language", Sirius deals with the aftermath of the Marauders' wild night. ,English,"1,885",1/1,1,10,2,312
4993,383686,Boys who like boys who do...,Lyras,Harry Potter - J. K. Rowling,0,Explicit,"Choose Not To Use Archive Warnings, No Archive Warnings Apply","F/M, M/M",Complete Work,2012/04/15,"Teddy Lupin/James Sirius Potter, Teddy Lupin/Victoire Weasley","Teddy Lupin, James Sirius Potter, Victoire Weasley","Infidelity, Voyeurism", Teddy is with Victoire. Teddy wants James. James wants Teddy. Victoire wants...something else. ,English,"1,122",1/1,4,63,2,"2,783"
4994,383679,Look At Us,Cocobunny,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/04/15,Sirius Black/Remus Lupin,"Remus Lupin, Sirius Black",," Sirius is looking over himself in the mirror, and Remus likes what he sees ",English,464,1/1,0,29,0,597
4995,383664,"strike another match, go start anew",oceansoflove,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/04/15,Draco Malfoy/Harry Potter,"Harry Potter, Draco Malfoy",lol idk this made sense at the time?," The infuriating thing about Potter, Draco thinks that night when he’s tucked up in bed, is that he’s the only person who isn’t judging him and Draco thinks he might like that. (Or, Draco and Harry become friends and run away together.) ",English,"5,529",1/1,4,65,10,963
4996,383564,Tell Me a Story,SlytherinHead,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,Other,Complete Work,2012/04/15,,"Severus Snape, Harry Potter, Tobias Snape, Eileen Prince",Severitus, A sleepy Harry wants to hear a story. Tell me about when you first fell in love with… ,English,"2,738",1/1,6,167,13,"2,887"
4997,383520,Providence,Lomonaaeren,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,M/M,Complete Work,2012/04/15,"Draco Malfoy/Harry Potter, Astoria Greengrass/Draco Malfoy","Draco Malfoy, Harry Potter, Astoria Greengrass, Narcissa Malfoy, Hermione Granger, Ron Weasley","Love Letters, Humor"," Harry is in love with Draco. Draco won’t look at him twice. But even though Harry can’t have him, Draco still needs someone who makes him happy. And Harry has an obvious solution: write Draco letters whilst pretending those letters are from Astoria Greengrass, so that Draco will fall in love with Astoria, who adores him. It’s so brilliant it just has to work! ",English,"74,838",18/18,98,"1,063",297,"27,365"
4998,383508,Unconventional,Gelsey,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,Multi,Complete Work,2012/04/15,Hermione Granger/Harry Potter/Ron Weasley,"Hermione Granger, Harry Potter, Ron Weasley, Sybill Trelawney, Firenze","Threesome - F/M/M, Implied Bestiality", And they say we're unconventional! ,English,481,1/1,0,57,5,"4,631"
4999,383504,Virgin Revelry,Lomonaaeren,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,M/M,Complete Work,2012/04/15,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter, Hermione Granger, Ron Weasley","Virginity, Alternate Universe, Rituals, Humor, Fluff"," AU after OoTP. After Hermione finds a ritual that will make Voldemort disappear forever as long as Harry agrees to remain a virgin for the rest of his life, she and Harry perform it, and it works exactly as advertised. Now Harry's main problem seems to be how to remain a virgin in a world that's obsessed with the Boy-Who-Lived. But then Draco Malfoy reveals a tiny complication... ",English,"27,451",1/1,20,736,144,"14,469"
5000,383488,Can't Help It,Gelsey,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,"Graphic Depictions Of Violence, Major Character Death",Gen,Complete Work,2012/04/15,,"Ariana Dumbledore, Albus Dumbledore, Aberforth Dumbledore, Gellert Grindelwald, Kendra Dumbledore",, She can’t help it. She never has been able to. She can’t help watching him. She can’t help fancying him. She can’t help anything. ,English,"1,505",1/1,2,10,1,385
5001,383471,Can't Cry Hard Enough,Gelsey,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,F/M,Complete Work,2012/04/15,Angelina Johnson/George Weasley,,"Rough Sex, Sexual Content"," Fred is dead, and he leaves behind two people who loved him very much. How do George and Angelina deal with his death and become closer in the process? ",English,"2,014",1/1,2,31,2,"1,429"
5002,383445,Brain Bleach,Gelsey,Harry Potter - J. K. Rowling,0,Not Rated,No Archive Warnings Apply,"F/M, Gen",Complete Work,2012/04/15,"Scorpius Malfoy/Rose Weasley, Hermione Granger/Draco Malfoy",,, I wonder if Uncle George has invented brain bleach yet. ,English,248,1/1,1,50,7,"1,754"
5003,383415,Bittersweet Symphony,Gelsey,Harry Potter - J. K. Rowling,0,Not Rated,No Archive Warnings Apply,Multi,Complete Work,2012/04/14,Hermione Granger/Draco Malfoy/Blaise Zabini,"Hermione Granger, Draco Malfoy, Blaise Zabini",Threesome - F/M/M," The notes linger on in her mind, each combining to strike the chords of Hermione's heart. Each movement of the symphony progresses the relationship. ",English,699,1/1,0,23,3,"2,041"
5004,384011,Finally Moving On,musikurt,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/04/15,,"Ernie Macmillan, Justin Finch-Fletchley",, Ernie realizes he still has feelings for Justin and he needs to let them go. ,English,"1,702",1/1,1,4,0,181
5005,383301,From Now Until Forever,OneShotWonderment,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,F/M,Complete Work,2012/04/14,Hermione Granger/Harry Potter,,"Vampire!Hermione, Character Turned Into Vampire, Vampires", He was just down the hall. His heady scent was thick in the stale air of the unused hallway. She sniffed the air once before continuing silently after her prey. Not a sound was made that could informed her quarry that she was just behind him. When she was one centimeter behind him she deliberately made a noise causing him to turn around. ,English,"2,430",1/1,5,152,24,"3,273"
5006,383071,Never Assume,SlytherinHead,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/04/14,Hermione Granger/Severus Snape,"Hermione Granger, Severus Snape, Lucius Malfoy, Narcissa Malfoy",, Lucius sets Severus up on a blind date! Oh dear... ,English,"3,831",1/1,1,99,8,"2,480"
5007,383232,For the Love of Millie,marksmom,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,"F/M, Multi",Complete Work,2012/04/14,"Millicent Bulstrode/Gregory Goyle, Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley","Gregory Goyle, Millicent Bulstrode, Harry Potter, Draco Malfoy, Ron Weasley, Hermione Granger, Vincent Crabbe","Fluff, Romance, Drama, mention of MPREG"," When one opens up to the possibility of love, you never know what might happen. ",English,"4,600",1/1,6,97,18,"1,894"
5008,383147,Of Babies and Betting Pools,marksmom,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/04/14,Harry Potter/Charlie Weasley,"Harry Potter, Charlie Weasley, Bill Weasley, Percy Weasley, Fred Weasley, George Weasley, Draco Malfoy, Remus Lupin, Severus Snape, Blaise Zabini, Neville Longbottom, Xenophilius Lovegood, Tom the bartender (Harry Potter), Pansy Parkinson, Luna Lovegood, Hermione Granger","Mpreg, Implied Slash, Humor, Romance", Harry is pregnant...but who's the father? The Daily Prophet decides to run a betting pool...what are the odds that they'll be wrong? ,English,"7,222",3/3,42,"1,541",269,"20,435"
5009,383110,Golden Lads and Girls All Must,hyacinth_sky747,Harry Potter - Fandom,0,Mature,"Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con","F/M, M/M",Complete Work,2012/04/14,,"Gideon Prewett, Fabian Prewett, Marlene McKinnon, Emmeline Vance, Lily Potter, James Potter, Sirius Black, Remus Lupin",maurader era,-,English,"25,932",6/6,4,19,2,907
5010,383137,Harry's Secret,allthingsmagical,Harry Potter - J. K. Rowling,0,Mature,No Archive Warnings Apply,M/M,Complete Work,2012/04/14,Harry Potter/Severus Snape,"Harry Potter Severus Snape, Hermione Granger","Slash, Mpreg, Romance, Male-Female Friendship, Complete", Harry didn't know how to tell Severus what he found out. So he didn't. ,English,"4,380",1/1,6,342,46,"11,073"
5011,383131,The Inheritance,marksmom,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/04/14,Draco Malfoy/Harry Potter,"Harry Potter, Draco Malfoy, Hermione Granger, Ron Weasley","Slash, Discussions of mpreg, Slight OOC"," Harry has come into a creature inheritance, but is determined to deny it. Who is his mate and what problems can this cause? ",English,"4,092",1/1,11,592,100,"11,911"
5012,383108,You Feel Like Home,thestreetballet,"Teen Wolf (TV), Harry Potter - J. K. Rowling",1,General Audiences,"Choose Not To Use Archive Warnings, Underage",Gen,Complete Work,2012/04/14,Derek Hale/Stiles Stilinski,"Laura Hale, Dr. Deaton, Sheriff Stilinski","Pre-Slash, Alternate Universe - Fusion, Bonding, Soul Bond, Soulmates, Age Difference"," Derek, don't bully Mr Stilinski. He's had a bad few days. ",English,"4,378",1/1,35,"1,948",194,"78,378"
5013,383080,Feet of Clay,orphan_account,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,"F/M, M/M",Complete Work,2012/04/14,"Sirius Black/Remus Lupin, Lily Evans/James Potter","Sirius Black, Remus Lupin, Lily Evans, James Potter",," Sirius is almost sorry this is where it begins -because, as with so many things, a beginning can be as disgusting as it likes. He holds Remus' hair back and watches as whatever the young werewolf has eaten falls into the sink, and sighs when Remus retches again; he remembers vaguely why his own hair is always kept back, safe from the porcelain and half-digested food of a standard Friday night. ",English,"29,097",1/1,8,94,23,"4,554"
5014,383073,Lungs,orphan_account,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,"F/M, M/M",Work in Progress,2012/04/14,"Sirius Black/Remus Lupin, Lily Evans/James Potter","Sirius Black, Remus Lupin, James Potter, Lily Evans",wolfstar, Living together during the war. SiriusRemus. ,English,"3,568",1/?,8,154,6,"7,106"
5015,383009,To Me You Are the Sea,marguerite_26,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,M/M,Complete Work,2012/04/14,Scorpius Malfoy/Harry Potter,,"Watersports, Age Difference, Possessive Behavior, Romance, Insecurity, Harry Potter Next Generation", Scorpius dreaded attending Harry Potter's fiftieth birthday party for more reasons than he cared to admit. ,English,"8,512",1/1,16,602,113,"13,917"
5016,36551050,Seven,Alohaemora,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/04/14,Angelina Johnson/George Weasley,"George Weasley, Angelina Johnson, Fred Weasley II, Roxanne Weasley","Romance, Eventual Romance, Humor, Drama & Romance, Family, Family Feels, Post-Second Wizarding War with Voldemort (Harry Potter), POV George Weasley, Weasleys' Wizard Wheezes"," Seven kisses from the long, complicated, loving lives of George and Angelina Weasley. ",English,"3,844",1/1,4,51,7,799
5017,403339,Secret Admirer,uniquepov,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,Multi,Complete Work,2012/04/14,Draco Malfoy/Other(s),Draco Malfoy,Fluff, Draco Malfoy has a secret admirer.This was written for the 2011 hp_porninthesun. ,English,"5,961",1/1,0,15,2,"1,098"
5018,403338,Cleanse,uniquepov,Harry Potter - J. K. Rowling,0,Mature,"Graphic Depictions Of Violence, Rape/Non-Con",Gen,Complete Work,2012/04/14,,"Harry Potter, Severus Snape, Minerva McGonagall, Poppy Pomfrey","Angst, Hurt/Comfort, Non Consensual, Violence"," In the aftermath of the Final Battle, Harry is captured by rogue Death Eaters. Severus is the one to find him afterward.This was written for the 2011 hp_kinkfest. Prompt Number: #50, submitted by starduchessKink Showcased: washing after rape or degradation ",English,"4,144",1/1,4,59,10,"1,606"
5019,383396,Telling Harriette,allthingsmagical,Harry Potter - J. K. Rowling,0,Mature,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/04/14,Harry Potter/Severus Snape,"Harry Potter, Severus Snape, Hermione Granger, Ron Weasley, Fred Weasley, George Weasley, Molly Weasley, Argus Filch","Romance, Friendship, Family, Humor, Complete", Sequel to 'Harry's Secret'. It is now four years later and when Harry falls pregnant again it is down to him and Severus to tell their daughter Harriette who is all questions. ,English,"12,014",1/1,3,145,23,"2,933"
5020,383037,White Nights,Delphi,Harry Potter - J. K. Rowling,0,Explicit,Underage,M/M,Complete Work,2012/04/14,Argus Filch/Severus Snape,"Argus Filch, Severus Snape","Romance, Late at Night, Somnophilia", In which Severus is a sound sleeper and Argus wants points for attendance. ,English,"2,375",1/1,8,180,14,"6,251"
